"","Statistic","Agricultural.Product","Month","value"
"5359","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs","2005M04",100.104
"5360","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs","2005M04",NA
"5361","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for calves","2005M04",100.025
"5362","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for calves","2005M04",NA
"5363","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for cattle excluding calves","2005M04",99.873
"5364","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for cattle excluding calves","2005M04",NA
"5365","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for pigs","2005M04",101.045
"5366","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for pigs","2005M04",NA
"5367","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for poultry","2005M04",99.873
"5368","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for poultry","2005M04",NA
"5369","Agricultural Input and Output Price Indices (Base 2005=100)","Other compound feeding stuffs","2005M04",99.941
"5370","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other compound feeding stuffs","2005M04",NA
"5371","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of materials","2005M04",99.4
"5372","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of materials","2005M04",NA
"5373","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of buildings","2005M04",98.927
"5374","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of buildings","2005M04",NA
"5375","Agricultural Input and Output Price Indices (Base 2005=100)","Other goods and services including artificial insemination","2005M04",99.845
"5376","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other goods and services including artificial insemination","2005M04",NA
"5377","Agricultural Input and Output Price Indices (Base 2005=100)","Agricultural output price index","2005M05",101.74
"5378","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Agricultural output price index","2005M05",101.52
"5379","Agricultural Input and Output Price Indices (Base 2005=100)","Crop output","2005M05",96.999
"5380","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Crop output","2005M05",NA
"5381","Agricultural Input and Output Price Indices (Base 2005=100)","Cereals including seeds","2005M05",99.781
"5382","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cereals including seeds","2005M05",NA
"5383","Agricultural Input and Output Price Indices (Base 2005=100)","Vegetables","2005M05",100
"5384","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Vegetables","2005M05",100.055
"5385","Agricultural Input and Output Price Indices (Base 2005=100)","Potatoes including seeds","2005M05",84.84
"5386","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Potatoes including seeds","2005M05",74.448
"5387","Agricultural Input and Output Price Indices (Base 2005=100)","Animal output","2005M05",102.35
"5388","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animal output","2005M05",NA
"5389","Agricultural Input and Output Price Indices (Base 2005=100)","Animals","2005M05",105.663
"5390","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animals","2005M05",NA
"5391","Agricultural Input and Output Price Indices (Base 2005=100)","Cattle","2005M05",107.934
"5392","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cattle","2005M05",104.191
"5393","Agricultural Input and Output Price Indices (Base 2005=100)","Cattle excluding calves","2005M05",108.013
"5394","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cattle excluding calves","2005M05",NA
"5395","Agricultural Input and Output Price Indices (Base 2005=100)","Calves","2005M05",100.55
"5396","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Calves","2005M05",NA
"5397","Agricultural Input and Output Price Indices (Base 2005=100)","Pigs","2005M05",95.132
"5398","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Pigs","2005M05",97.359
"5399","Agricultural Input and Output Price Indices (Base 2005=100)","Sheep","2005M05",107.74
"5400","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Sheep","2005M05",95.993
"5401","Agricultural Input and Output Price Indices (Base 2005=100)","Poultry","2005M05",102.109
"5402","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Poultry","2005M05",NA
"5403","Agricultural Input and Output Price Indices (Base 2005=100)","Animal products","2005M05",97.325
"5404","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animal products","2005M05",NA
"5405","Agricultural Input and Output Price Indices (Base 2005=100)","Milk","2005M05",97.312
"5406","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Milk","2005M05",103.573
"5407","Agricultural Input and Output Price Indices (Base 2005=100)","Eggs","2005M05",97.209
"5408","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Eggs","2005M05",NA
"5409","Agricultural Input and Output Price Indices (Base 2005=100)","Wool","2005M05",100
"5410","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Wool","2005M05",NA
"5411","Agricultural Input and Output Price Indices (Base 2005=100)","Agricultural input price index","2005M05",99.818
"5412","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Agricultural input price index","2005M05",NA
"5413","Agricultural Input and Output Price Indices (Base 2005=100)","Seeds","2005M05",100
"5414","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Seeds","2005M05",NA
"5415","Agricultural Input and Output Price Indices (Base 2005=100)","Energy","2005M05",97.826
"5416","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Energy","2005M05",NA
"5417","Agricultural Input and Output Price Indices (Base 2005=100)","Electricity","2005M05",100.975
"5418","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Electricity","2005M05",NA
"5419","Agricultural Input and Output Price Indices (Base 2005=100)","Motor fuel","2005M05",96.831
"5420","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Motor fuel","2005M05",NA
"5421","Agricultural Input and Output Price Indices (Base 2005=100)","Lubricants","2005M05",99.675
"5422","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Lubricants","2005M05",NA
"5423","Agricultural Input and Output Price Indices (Base 2005=100)","Fertilisers","2005M05",99.741
"5424","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Fertilisers","2005M05",NA
"5425","Agricultural Input and Output Price Indices (Base 2005=100)","Straight fertilisers","2005M05",99.418
"5426","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Straight fertilisers","2005M05",NA
"5427","Agricultural Input and Output Price Indices (Base 2005=100)","Compound fertilisers","2005M05",100.005
"5428","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound fertilisers","2005M05",NA
"5429","Agricultural Input and Output Price Indices (Base 2005=100)","PK fertilisers","2005M05",99.743
"5430","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","PK fertilisers","2005M05",NA
"5431","Agricultural Input and Output Price Indices (Base 2005=100)","NPK fertilisers","2005M05",100.014
"5432","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","NPK fertilisers","2005M05",NA
"5433","Agricultural Input and Output Price Indices (Base 2005=100)","Other fertilisers","2005M05",98.087
"5434","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other fertilisers","2005M05",NA
"5435","Agricultural Input and Output Price Indices (Base 2005=100)","Plant protection products","2005M05",99.702
"5436","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Plant protection products","2005M05",NA
"5437","Agricultural Input and Output Price Indices (Base 2005=100)","Veterinary expenses","2005M05",100
"5438","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Veterinary expenses","2005M05",NA
"5439","Agricultural Input and Output Price Indices (Base 2005=100)","Feeding stuffs","2005M05",100.262
"5440","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Feeding stuffs","2005M05",NA
"5441","Agricultural Input and Output Price Indices (Base 2005=100)","Straight feeding stuffs","2005M05",100.801
"5442","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Straight feeding stuffs","2005M05",NA
"5443","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs","2005M05",100.178
"5444","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs","2005M05",NA
"5445","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for calves","2005M05",100.025
"5446","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for calves","2005M05",NA
"5447","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for cattle excluding calves","2005M05",100.026
"5448","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for cattle excluding calves","2005M05",NA
"5449","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for pigs","2005M05",101.045
"5450","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for pigs","2005M05",NA
"5451","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for poultry","2005M05",99.873
"5452","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for poultry","2005M05",NA
"5453","Agricultural Input and Output Price Indices (Base 2005=100)","Other compound feeding stuffs","2005M05",99.941
"5454","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other compound feeding stuffs","2005M05",NA
"5455","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of materials","2005M05",100.55
"5456","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of materials","2005M05",NA
"5457","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of buildings","2005M05",99.346
"5458","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of buildings","2005M05",NA
"5459","Agricultural Input and Output Price Indices (Base 2005=100)","Other goods and services including artificial insemination","2005M05",99.953
"5460","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other goods and services including artificial insemination","2005M05",NA
"5461","Agricultural Input and Output Price Indices (Base 2005=100)","Agricultural output price index","2005M06",102.014
"5462","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Agricultural output price index","2005M06",101.524
"5463","Agricultural Input and Output Price Indices (Base 2005=100)","Crop output","2005M06",103.981
"5464","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Crop output","2005M06",NA
"5465","Agricultural Input and Output Price Indices (Base 2005=100)","Cereals including seeds","2005M06",99.781
"5466","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cereals including seeds","2005M06",NA
"5467","Agricultural Input and Output Price Indices (Base 2005=100)","Vegetables","2005M06",100
"5468","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Vegetables","2005M06",100.066
"5469","Agricultural Input and Output Price Indices (Base 2005=100)","Potatoes including seeds","2005M06",121.14
"5470","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Potatoes including seeds","2005M06",103.235
"5471","Agricultural Input and Output Price Indices (Base 2005=100)","Animal output","2005M06",101.761
"5472","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animal output","2005M06",NA
