"","Month","Type.of.Feedstuff","value"
"2889","1986M09","Flaked maize",364
"2890","1986M10","Flaked maize",366
"2891","1986M11","Flaked maize",364
"2892","1986M12","Flaked maize",368
"2893","1987M01","Flaked maize",370
"2894","1987M02","Flaked maize",374
"2895","1987M03","Flaked maize",373
"2896","1987M04","Flaked maize",372
"2897","1987M05","Flaked maize",373
"2898","1987M06","Flaked maize",374
"2899","1987M07","Flaked maize",373
"2900","1987M08","Flaked maize",372
"2901","1987M09","Flaked maize",372
"2902","1987M10","Flaked maize",370
"2903","1987M11","Flaked maize",368
"2904","1987M12","Flaked maize",360
"2905","1988M01","Flaked maize",359
"2906","1988M02","Flaked maize",362
"2907","1988M03","Flaked maize",360
"2908","1988M04","Flaked maize",359
"2909","1988M05","Flaked maize",359
"2910","1988M06","Flaked maize",362
"2911","1988M07","Flaked maize",370
"2912","1988M08","Flaked maize",377
"2913","1988M09","Flaked maize",377
"2914","1988M10","Flaked maize",379
"2915","1988M11","Flaked maize",379
"2916","1988M12","Flaked maize",374
"2917","1989M01","Flaked maize",374
"2918","1989M02","Flaked maize",374
"2919","1989M03","Flaked maize",371
"2920","1989M04","Flaked maize",372
"2921","1989M05","Flaked maize",372
"2922","1989M06","Flaked maize",372
"2923","1989M07","Flaked maize",368
"2924","1989M08","Flaked maize",366
"2925","1989M09","Flaked maize",368
"2926","1989M10","Flaked maize",367
"2927","1989M11","Flaked maize",367
"2928","1989M12","Flaked maize",366
"2929","1990M01","Flaked maize",366
"2930","1990M02","Flaked maize",366
"2931","1990M03","Flaked maize",369
"2932","1990M04","Flaked maize",360
"2933","1990M05","Flaked maize",367
"2934","1990M06","Flaked maize",366
"2935","1990M07","Flaked maize",366
"2936","1990M08","Flaked maize",369
"2937","1990M09","Flaked maize",372
"2938","1990M10","Flaked maize",370
"2939","1990M11","Flaked maize",369
"2940","1990M12","Flaked maize",373
"2941","1991M01","Flaked maize",359
"2942","1991M02","Flaked maize",367
"2943","1991M03","Flaked maize",376
"2944","1991M04","Flaked maize",383
"2945","1991M05","Flaked maize",383
"2946","1991M06","Flaked maize",381
"2947","1991M07","Flaked maize",390
"2948","1991M08","Flaked maize",386
"2949","1991M09","Flaked maize",385
"2950","1991M10","Flaked maize",384
"2951","1991M11","Flaked maize",385
"2952","1991M12","Flaked maize",387
"2953","1992M01","Flaked maize",376
"2954","1992M02","Flaked maize",378
"2955","1992M03","Flaked maize",378
"2956","1992M04","Flaked maize",380
"2957","1992M05","Flaked maize",380
"2958","1992M06","Flaked maize",383
"2959","1992M07","Flaked maize",375
"2960","1992M08","Flaked maize",375
"2961","1992M09","Flaked maize",374
"2962","1992M10","Flaked maize",375
"2963","1992M11","Flaked maize",377
"2964","1992M12","Flaked maize",371
"2965","1993M01","Flaked maize",356
"2966","1993M02","Flaked maize",366
"2967","1993M03","Flaked maize",361
"2968","1993M04","Flaked maize",364
"2969","1993M05","Flaked maize",362
"2970","1993M06","Flaked maize",359
"2971","1993M07","Flaked maize",364
"2972","1993M08","Flaked maize",370
"2973","1993M09","Flaked maize",370
"2974","1993M10","Flaked maize",376
"2975","1993M11","Flaked maize",366
"2976","1993M12","Flaked maize",368
"2977","1994M01","Flaked maize",362
"2978","1994M02","Flaked maize",350
"2979","1994M03","Flaked maize",352
"2980","1994M04","Flaked maize",362
"2981","1994M05","Flaked maize",349
"2982","1994M06","Flaked maize",344
"2983","1994M07","Flaked maize",349
"2984","1994M08","Flaked maize",344
"2985","1994M09","Flaked maize",340
"2986","1994M10","Flaked maize",347
"2987","1994M11","Flaked maize",326
"2988","1994M12","Flaked maize",386
"2989","1995M01","Flaked maize",346
"2990","1995M02","Flaked maize",344
"2991","1995M03","Flaked maize",340
"2992","1995M04","Flaked maize",341
"2993","1995M05","Flaked maize",338
"2994","1995M06","Flaked maize",348
"2995","1995M07","Flaked maize",351
"2996","1995M08","Flaked maize",354
"2997","1995M09","Flaked maize",352
"2998","1995M10","Flaked maize",352
"2999","1995M11","Flaked maize",363
"3000","1995M12","Flaked maize",359
"3001","1996M01","Flaked maize",358
"3002","1996M02","Flaked maize",359
"3003","1996M03","Flaked maize",348
"3004","1996M04","Flaked maize",369
"3005","1996M05","Flaked maize",358
"3006","1996M06","Flaked maize",359
"3007","1996M07","Flaked maize",354
"3008","1996M08","Flaked maize",362
"3009","1996M09","Flaked maize",361
"3010","1996M10","Flaked maize",361
"3011","1996M11","Flaked maize",371
"3012","1996M12","Flaked maize",364
"3013","1997M01","Flaked maize",364
"3014","1997M02","Flaked maize",364
"3015","1997M03","Flaked maize",357
"3016","1997M04","Flaked maize",356
"3017","1997M05","Flaked maize",354
"3018","1997M06","Flaked maize",356
"3019","1997M07","Flaked maize",356
"3020","1997M08","Flaked maize",352
"3021","1997M09","Flaked maize",350
"3022","1997M10","Flaked maize",353
"3023","1997M11","Flaked maize",350
"3024","1997M12","Flaked maize",343
"3025","1998M01","Flaked maize",348
"3026","1998M02","Flaked maize",344
"3027","1998M03","Flaked maize",345
"3028","1998M04","Flaked maize",330
"3029","1998M05","Flaked maize",337
"3030","1998M06","Flaked maize",338
"3031","1998M07","Flaked maize",343
"3032","1998M08","Flaked maize",349
"3033","1998M09","Flaked maize",347
"3034","1998M10","Flaked maize",349
"3035","1998M11","Flaked maize",347
"3036","1998M12","Flaked maize",350
"3037","1999M01","Flaked maize",343
"3038","1999M02","Flaked maize",331
"3039","1999M03","Flaked maize",329
"3040","1999M04","Flaked maize",336
"3041","1999M05","Flaked maize",340
"3042","1999M06","Flaked maize",339
"3043","1999M07","Flaked maize",333
"3044","1999M08","Flaked maize",339
"3045","1999M09","Flaked maize",339
"3046","1999M10","Flaked maize",337
"3047","1999M11","Flaked maize",333
"3048","1999M12","Flaked maize",337
"3049","2000M01","Flaked maize",335
"3050","2000M02","Flaked maize",335
"3051","2000M03","Flaked maize",331
"3052","2000M04","Flaked maize",328
"3053","2000M05","Flaked maize",331
"3054","2000M06","Flaked maize",333
"3055","2000M07","Flaked maize",337
"3056","2000M08","Flaked maize",339
"3057","2000M09","Flaked maize",339
"3058","2000M10","Flaked maize",340
"3059","2000M11","Flaked maize",340
"3060","2000M12","Flaked maize",340
"3061","2001M01","Flaked maize",342
"3062","2001M02","Flaked maize",343
"3063","2001M03","Flaked maize",344
"3064","2001M04","Flaked maize",341
"3065","2001M05","Flaked maize",338
"3066","2001M06","Flaked maize",341
"3067","2001M07","Flaked maize",344
"3068","2001M08","Flaked maize",339
"3069","2001M09","Flaked maize",339
"3070","2001M10","Flaked maize",340
"3071","2001M11","Flaked maize",340
"3072","2001M12","Flaked maize",342
"3073","2002M01","Flaked maize",341
"3074","2002M02","Flaked maize",342
"3075","2002M03","Flaked maize",342
"3076","2002M04","Flaked maize",343
"3077","2002M05","Flaked maize",343
"3078","2002M06","Flaked maize",343
"3079","2002M07","Flaked maize",343
"3080","2002M08","Flaked maize",342
"3081","2002M09","Flaked maize",342
"3082","2002M10","Flaked maize",342
"3083","2002M11","Flaked maize",344
"3084","2002M12","Flaked maize",344
"3085","2003M01","Flaked maize",344
"3086","2003M02","Flaked maize",344
"3087","2003M03","Flaked maize",339
"3088","2003M04","Flaked maize",339
"3089","2003M05","Flaked maize",339
"3090","2003M06","Flaked maize",339
"3091","2003M07","Flaked maize",339
"3092","2003M08","Flaked maize",340
"3093","2003M09","Flaked maize",340
"3094","2003M10","Flaked maize",350
"3095","2003M11","Flaked maize",356
"3096","2003M12","Flaked maize",357
"3097","2004M01","Flaked maize",355
"3098","2004M02","Flaked maize",358
"3099","2004M03","Flaked maize",358
"3100","2004M04","Flaked maize",358
"3101","2004M05","Flaked maize",360
"3102","2004M06","Flaked maize",357
"3103","2004M07","Flaked maize",356
"3104","2004M08","Flaked maize",355
"3105","2004M09","Flaked maize",353
"3106","2004M10","Flaked maize",352
"3107","2004M11","Flaked maize",352
"3108","2004M12","Flaked maize",349
"3109","2005M01","Flaked maize",349
"3110","2005M02","Flaked maize",342
"3111","2005M03","Flaked maize",335
"3112","2005M04","Flaked maize",341
"3113","2005M05","Flaked maize",344
"3114","2005M06","Flaked maize",348
"3115","2005M07","Flaked maize",348
"3116","2005M08","Flaked maize",347
"3117","2005M09","Flaked maize",343
"3118","2005M10","Flaked maize",340
"3119","2005M11","Flaked maize",343
"3120","2005M12","Flaked maize",346
"3121","2006M01","Flaked maize",343
"3122","2006M02","Flaked maize",342
"3123","2006M03","Flaked maize",345
"3124","2006M04","Flaked maize",343
"3125","2006M05","Flaked maize",344
"3126","2006M06","Flaked maize",340
"3127","2006M07","Flaked maize",340
"3128","2006M08","Flaked maize",340
"3129","2006M09","Flaked maize",340
"3130","2006M10","Flaked maize",352
"3131","2006M11","Flaked maize",360
"3132","2006M12","Flaked maize",362
"3133","2007M01","Flaked maize",381
"3134","2007M02","Flaked maize",380
"3135","2007M03","Flaked maize",380
"3136","2007M04","Flaked maize",383
"3137","2007M05","Flaked maize",383
"3138","2007M06","Flaked maize",387
"3139","2007M07","Flaked maize",386
"3140","2007M08","Flaked maize",393
"3141","2007M09","Flaked maize",413
"3142","2007M10","Flaked maize",421
"3143","2007M11","Flaked maize",433
"3144","2007M12","Flaked maize",450
"3145","2008M01","Flaked maize",453
"3146","2008M02","Flaked maize",456
"3147","2008M03","Flaked maize",460
"3148","2008M04","Flaked maize",462
"3149","2008M05","Flaked maize",462
"3150","2008M06","Flaked maize",455
"3151","2008M07","Flaked maize",455
"3152","2008M08","Flaked maize",455
"3153","2008M09","Flaked maize",454
"3154","2008M10","Flaked maize",468
"3155","2008M11","Flaked maize",454
"3156","2008M12","Flaked maize",458
"3157","2009M01","Flaked maize",458
"3158","2009M02","Flaked maize",459
"3159","2009M03","Flaked maize",457
"3160","2009M04","Flaked maize",458
"3161","2009M05","Flaked maize",456
"3162","2009M06","Flaked maize",456
"3163","2009M07","Flaked maize",454
"3164","2009M08","Flaked maize",454
"3165","2009M09","Flaked maize",446
"3166","2009M10","Flaked maize",441
"3167","2009M11","Flaked maize",448
"3168","2009M12","Flaked maize",449
"3169","2010M01","Flaked maize",449
"3170","2010M02","Flaked maize",446
"3171","2010M03","Flaked maize",448
"3172","2010M04","Flaked maize",448
"3173","2010M05","Flaked maize",448
"3174","2010M06","Flaked maize",448
"3175","2010M07","Flaked maize",448
"3176","2010M08","Flaked maize",449
"3177","2010M09","Flaked maize",452
"3178","2010M10","Flaked maize",471
"3179","2010M11","Flaked maize",466
"3180","2010M12","Flaked maize",466
"3181","2011M01","Flaked maize",473
"3182","2011M02","Flaked maize",476
"3183","2011M03","Flaked maize",467
"3184","2011M04","Flaked maize",470
"3185","2011M05","Flaked maize",469
"3186","2011M06","Flaked maize",469
"3187","2011M07","Flaked maize",472
"3188","2011M08","Flaked maize",487
"3189","2011M09","Flaked maize",491
"3190","2011M10","Flaked maize",493
"3191","2011M11","Flaked maize",487
"3192","2011M12","Flaked maize",487
"3193","2012M01","Flaked maize",473
"3194","2012M02","Flaked maize",473
"3195","2012M03","Flaked maize",473
"3196","2012M04","Flaked maize",483
"3197","2012M05","Flaked maize",484
"3198","2012M06","Flaked maize",497
"3199","2012M07","Flaked maize",497
"3200","2012M08","Flaked maize",503
"3201","2012M09","Flaked maize",518
"3202","2012M10","Flaked maize",536
"3203","2012M11","Flaked maize",539
"3204","2012M12","Flaked maize",540
"3205","2013M01","Flaked maize",545
"3206","2013M02","Flaked maize",545
"3207","2013M03","Flaked maize",488
"3208","2013M04","Flaked maize",488
"3209","2013M05","Flaked maize",486
"3210","2013M06","Flaked maize",486
"3211","2013M07","Flaked maize",484
"3212","2013M08","Flaked maize",483
"3213","2013M09","Flaked maize",478
"3214","2013M10","Flaked maize",465
"3215","2013M11","Flaked maize",448
"3216","2013M12","Flaked maize",454
"3217","2014M01","Flaked maize",448
"3218","2014M02","Flaked maize",447
"3219","2014M03","Flaked maize",447
"3220","2014M04","Flaked maize",445
"3221","1976M01","Pig creep (18-24% protein)",136
"3222","1976M02","Pig creep (18-24% protein)",140
"3223","1976M03","Pig creep (18-24% protein)",141
"3224","1976M04","Pig creep (18-24% protein)",146
"3225","1976M05","Pig creep (18-24% protein)",152
"3226","1976M06","Pig creep (18-24% protein)",156
"3227","1976M07","Pig creep (18-24% protein)",159
"3228","1976M08","Pig creep (18-24% protein)",159
"3229","1976M09","Pig creep (18-24% protein)",160
"3230","1976M10","Pig creep (18-24% protein)",165
"3231","1976M11","Pig creep (18-24% protein)",172
"3232","1976M12","Pig creep (18-24% protein)",175
"3233","1977M01","Pig creep (18-24% protein)",183
"3234","1977M02","Pig creep (18-24% protein)",186
"3235","1977M03","Pig creep (18-24% protein)",198
"3236","1977M04","Pig creep (18-24% protein)",204
"3237","1977M05","Pig creep (18-24% protein)",216
"3238","1977M06","Pig creep (18-24% protein)",219
"3239","1977M07","Pig creep (18-24% protein)",215
"3240","1977M08","Pig creep (18-24% protein)",212
"3241","1977M09","Pig creep (18-24% protein)",210
"3242","1977M10","Pig creep (18-24% protein)",208
"3243","1977M11","Pig creep (18-24% protein)",208
"3244","1977M12","Pig creep (18-24% protein)",207
"3245","1978M01","Pig creep (18-24% protein)",208
"3246","1978M02","Pig creep (18-24% protein)",206
"3247","1978M03","Pig creep (18-24% protein)",205
"3248","1978M04","Pig creep (18-24% protein)",207
"3249","1978M05","Pig creep (18-24% protein)",212
"3250","1978M06","Pig creep (18-24% protein)",212
"3251","1978M07","Pig creep (18-24% protein)",214
"3252","1978M08","Pig creep (18-24% protein)",214
"3253","1978M09","Pig creep (18-24% protein)",212
"3254","1978M10","Pig creep (18-24% protein)",212
"3255","1978M11","Pig creep (18-24% protein)",212
"3256","1978M12","Pig creep (18-24% protein)",210
"3257","1979M01","Pig creep (18-24% protein)",211
"3258","1979M02","Pig creep (18-24% protein)",213
"3259","1979M03","Pig creep (18-24% protein)",220
"3260","1979M04","Pig creep (18-24% protein)",224
"3261","1979M05","Pig creep (18-24% protein)",227
"3262","1979M06","Pig creep (18-24% protein)",228
"3263","1979M07","Pig creep (18-24% protein)",226
"3264","1979M08","Pig creep (18-24% protein)",226
"3265","1979M09","Pig creep (18-24% protein)",221
"3266","1979M10","Pig creep (18-24% protein)",227
"3267","1979M11","Pig creep (18-24% protein)",233
"3268","1979M12","Pig creep (18-24% protein)",239
"3269","1980M01","Pig creep (18-24% protein)",242
"3270","1980M02","Pig creep (18-24% protein)",248
"3271","1980M03","Pig creep (18-24% protein)",246
"3272","1980M04","Pig creep (18-24% protein)",248
"3273","1980M05","Pig creep (18-24% protein)",250
"3274","1980M06","Pig creep (18-24% protein)",251
"3275","1980M07","Pig creep (18-24% protein)",245
"3276","1980M08","Pig creep (18-24% protein)",251
"3277","1980M09","Pig creep (18-24% protein)",254
"3278","1980M10","Pig creep (18-24% protein)",259
"3279","1980M11","Pig creep (18-24% protein)",258
"3280","1980M12","Pig creep (18-24% protein)",260
"3281","1981M01","Pig creep (18-24% protein)",267
"3282","1981M02","Pig creep (18-24% protein)",268
"3283","1981M03","Pig creep (18-24% protein)",277
"3284","1981M04","Pig creep (18-24% protein)",276
"3285","1981M05","Pig creep (18-24% protein)",281
"3286","1981M06","Pig creep (18-24% protein)",284
"3287","1981M07","Pig creep (18-24% protein)",286
"3288","1981M08","Pig creep (18-24% protein)",287
"3289","1981M09","Pig creep (18-24% protein)",287
"3290","1981M10","Pig creep (18-24% protein)",288
"3291","1981M11","Pig creep (18-24% protein)",286
"3292","1981M12","Pig creep (18-24% protein)",289
"3293","1982M01","Pig creep (18-24% protein)",294
"3294","1982M02","Pig creep (18-24% protein)",297
"3295","1982M03","Pig creep (18-24% protein)",304
"3296","1982M04","Pig creep (18-24% protein)",306
"3297","1982M05","Pig creep (18-24% protein)",310
"3298","1982M06","Pig creep (18-24% protein)",309
"3299","1982M07","Pig creep (18-24% protein)",313
"3300","1982M08","Pig creep (18-24% protein)",312
"3301","1982M09","Pig creep (18-24% protein)",316
"3302","1982M10","Pig creep (18-24% protein)",313
"3303","1982M11","Pig creep (18-24% protein)",316
"3304","1982M12","Pig creep (18-24% protein)",313
"3305","1983M01","Pig creep (18-24% protein)",315
"3306","1983M02","Pig creep (18-24% protein)",320
"3307","1983M03","Pig creep (18-24% protein)",327
"3308","1983M04","Pig creep (18-24% protein)",327
"3309","1983M05","Pig creep (18-24% protein)",328
"3310","1983M06","Pig creep (18-24% protein)",341
"3311","1983M07","Pig creep (18-24% protein)",341
"3312","1983M08","Pig creep (18-24% protein)",334
"3313","1983M09","Pig creep (18-24% protein)",341
"3314","1983M10","Pig creep (18-24% protein)",357
"3315","1983M11","Pig creep (18-24% protein)",364
"3316","1983M12","Pig creep (18-24% protein)",369
"3317","1984M01","Pig creep (18-24% protein)",363
"3318","1984M02","Pig creep (18-24% protein)",365
